"report_name","ID","page_used","llm_year","llm_scope","llm_value","llm_unit","annotator_ID_1","annotator_ID_2","value_correct_1","value_correct_2","corrected_value_1","corrected_value_2","unit_correct_1","unit_correct_2","corrected_unit_1","corrected_unit_2","page_correct_1","page_correct_2","corrected_page_1","corrected_page_2","comment_1","comment_2","record_expert_needed_1","record_expert_needed_2","document_comment_1","document_comment_2","document_expert_needed_1","document_expert_needed_2","metric_name_1","metric_name_2","reporting_type_1","reporting_type_2","document_expert_requested_by_at_least_one_annotator","row_expert_requested_by_at_least_one_annotator_or_disagreement.x","value_1","value_2","Document.comment.Annotator.1","Document.comment.Annotator.2","Document.level.expert.adjudication.requested.by.at.least.1.annotator","Expert.ID.1.g1","Expert.ID.2.g1","Expert.document.comment.g1","started.g1","ended.g1","row_expert_requested_by_at_least_one_annotator_or_disagreement.y","Value.correct..Yes.No..Ann.1","Value.corrected.Ann.1","Corrected.page.Ann.1","Value.correct..Yes.No..Ann.2","Value.corrected.Ann.2","Corrected.page.Ann.2","Value..Who.is.right..g1","Value.corrected..fill.in.if.necessary..g1","Value.Reasoning..select.if.necessary..if.multiple.apply.choose.first..g1","Unit.correct..Yes.No..Ann.1","Unit.corrected.Ann.1","Unit.correct..Yes.No..Ann.2","Unit.corrected.Ann.2","Unit..Who.is.right..g1","Unit.corrected..fill.in.if.necessary..g1","Unit.reasoning...select.if.necessary..if.multiple.apply.choose.first..g1","Comment.Ann1","Comment.Ann2","Page.corrected..fill.in.if.necessary..g1","Expert.comment.g1","Unclear.record..Yes.No..g1","Expert.ID.1.g2","Expert.ID.2.g2","Expert.document.comment.g2","started.g2","ended.g2","Value..Who.is.right..g2","Value.corrected..fill.in.if.necessary..g2","Value.Reasoning..select.if.necessary..if.multiple.apply.choose.first..g2","Unit..Who.is.right..g2","Unit.corrected..fill.in.if.necessary..g2","Unit.reasoning...select.if.necessary..if.multiple.apply.choose.first..g2","Page.corrected..fill.in.if.necessary..g2","Expert.comment.g2","Unclear.record..Yes.No..g2","at_least_one_group_flagged_unclear","Value.Ann.1","Value.Ann.2","Unit.Ann.1","Unit.Ann.2","row_disagreement_value_unit_page_or_unclear","True.value","True.unit","True.page","Unresolvable","Comment"
"Allianz_2022_report.pdf","131","78",2021,"1",28699,"t CO2e",5,8,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,NA,NA,"No","No","rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No","No","Scope 1 – Direct GHG emissions","Scope 1 – Direct GHG emissions","Table","Table","No","No",28699,28699,"rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No",11,12,NA,"11:12:00","11:25:00","No","Yes",NA,NA,"Yes",NA,NA,NA,NA,NA,"Yes",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"No",13,14,NA,"14:51:59","15:09:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,28699,28699,"t CO2e","t CO2e",FALSE,NA,NA,NA,"No",NA
"Allianz_2022_report.pdf","132","92",2022,"1",0.15,"ktCO₂eq",5,8,"No","No",31,31,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"LLM extracted total emissions from wrong figure",NA,"No","No","rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No","No","Allianz Group operational greenhouse gas emissions - Scope 1","Scope 1","Graphic","Graphic","No","No",31,31,"rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No",11,12,NA,"11:12:00","11:25:00","No","No",31,NA,"No",31,NA,NA,NA,NA,"Yes",NA,"Yes",NA,NA,NA,NA,"LLM extracted total emissions from wrong figure",NA,NA,NA,"No",13,14,NA,"14:51:59","15:09:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,31,31,"ktCO₂eq","ktCO₂eq",FALSE,NA,NA,NA,"No",NA
"Allianz_2022_report.pdf","133","78",2022,"1",30953,"t CO2e",5,8,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,NA,NA,"No","No","rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No","No","Scope 1 – Direct GHG emissions","Scope 1 – Direct GHG emissions","Table","Table","No","No",30953,30953,"rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No",11,12,NA,"11:12:00","11:25:00","No","Yes",NA,NA,"Yes",NA,NA,NA,NA,NA,"Yes",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"No",13,14,NA,"14:51:59","15:09:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,30953,30953,"t CO2e","t CO2e",FALSE,NA,NA,NA,"No",NA
"Allianz_2022_report.pdf","134",NA,2013,"2mb",NA,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"No","No","rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No","No",NA,NA,NA,NA,"No","No",NA,NA,"rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No",11,12,NA,"11:12:00","11:25:00","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",13,14,NA,"14:51:59","15:09:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,"No",NA
"Allianz_2022_report.pdf","135",NA,2014,"2mb",NA,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"No","No","rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No","No",NA,NA,NA,NA,"No","No",NA,NA,"rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No",11,12,NA,"11:12:00","11:25:00","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",13,14,NA,"14:51:59","15:09:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,"No",NA
"Allianz_2022_report.pdf","136",NA,2015,"2mb",NA,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"No","No","rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No","No",NA,NA,NA,NA,"No","No",NA,NA,"rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No",11,12,NA,"11:12:00","11:25:00","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",13,14,NA,"14:51:59","15:09:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,"No",NA
"Allianz_2022_report.pdf","137",NA,2016,"2mb",NA,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"No","No","rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No","No",NA,NA,NA,NA,"No","No",NA,NA,"rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No",11,12,NA,"11:12:00","11:25:00","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",13,14,NA,"14:51:59","15:09:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,"No",NA
"Allianz_2022_report.pdf","138",NA,2017,"2mb",NA,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"No","No","rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No","No",NA,NA,NA,NA,"No","No",NA,NA,"rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No",11,12,NA,"11:12:00","11:25:00","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",13,14,NA,"14:51:59","15:09:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,"No",NA
"Allianz_2022_report.pdf","139",NA,2018,"2mb",NA,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"No","No","rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No","No",NA,NA,NA,NA,"No","No",NA,NA,"rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No",11,12,NA,"11:12:00","11:25:00","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",13,14,NA,"14:51:59","15:09:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,"No",NA
"Allianz_2022_report.pdf","140",NA,2019,"2mb",NA,NA,5,8,NA,"No",NA,143,NA,"No",NA,"ktCO₂eq","Yes","No",NA,"92",NA,NA,"No","No","rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No","No",NA,"Scope 2 – market based",NA,"Graphic","No","Yes",NA,143,"rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No",11,12,NA,"11:12:00","11:25:00","Yes",NA,NA,NA,"No",143,"92","Ann2",NA,NA,NA,NA,"No","ktCO₂eq","Ann2",NA,NA,NA,NA,NA,"Annotators used different methods to report correct value. Annotator one added another row, Annotator two put it in the existing row","No",13,14,NA,"14:51:59","15:09:00","Ann2",NA,NA,"Ann2",NA,NA,NA,NA,"No",FALSE,NA,143,NA,"ktCO₂eq",FALSE,NA,NA,NA,"No",NA
"Allianz_2022_report.pdf","141","78",2020,"2mb",100722,"t CO2e",5,8,"Yes","Yes",NA,NA,"Yes",NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"No","No","rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No","No","Scope 2 – Indirect GHG emissions (market based)","Scope 2 – Indirect GHG emissions
(market based)","Table",NA,"No","Yes",100722,100722,"rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No",11,12,NA,"11:12:00","11:25:00","Yes","Yes",NA,NA,"Yes",NA,NA,"Ann1",NA,NA,"Yes",NA,NA,NA,"Ann1",NA,NA,NA,NA,NA,"Doubling: multiple company-level values for scope-year combination - due to rounding","No",13,14,NA,"14:51:59","15:09:00","Ann1",NA,NA,"Ann1",NA,NA,NA,NA,"No",FALSE,100722,100722,"t CO2e",NA,FALSE,NA,NA,NA,"No",NA
"Allianz_2022_report.pdf","142","78",2021,"2mb",54689,"t CO2e",5,8,"Yes","Yes",NA,NA,"Yes",NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"No","No","rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No","No","Scope 2 – Indirect GHG emissions (market based)","Scope 2 – Indirect GHG emissions
(market based)","Table",NA,"No","Yes",54689,54689,"rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No",11,12,NA,"11:12:00","11:25:00","Yes","Yes",NA,NA,"Yes",NA,NA,"Ann1",NA,NA,"Yes",NA,NA,NA,"Ann1",NA,NA,NA,NA,NA,"Doubling: multiple company-level values for scope-year combination - due to rounding","No",13,14,NA,"14:51:59","15:09:00","Ann1",NA,NA,"Ann1",NA,NA,NA,NA,"No",FALSE,54689,54689,"t CO2e",NA,FALSE,NA,NA,NA,"No",NA
"Allianz_2022_report.pdf","143","78",2022,"2mb",30490,"t CO2e",5,8,"Yes","Yes",NA,NA,"Yes",NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"No","No","rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No","No","Scope 2 – Indirect GHG emissions (market based)","Scope 2 – Indirect GHG emissions
(market based)","Table",NA,"No","Yes",30490,30490,"rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No",11,12,NA,"11:12:00","11:25:00","Yes","Yes",NA,NA,"Yes",NA,NA,"Ann1",NA,NA,"Yes",NA,NA,NA,"Ann1",NA,NA,NA,NA,NA,"Doubling: multiple company-level values for scope-year combination - due to rounding","No",13,14,NA,"14:51:59","15:09:00","Ann1",NA,NA,"Ann1",NA,NA,NA,NA,"No",FALSE,30490,30490,"t CO2e",NA,FALSE,NA,NA,NA,"No",NA
"Allianz_2022_report.pdf","144",NA,2013,"2lb",NA,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"No","No","rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No","No",NA,NA,NA,NA,"No","No",NA,NA,"rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No",11,12,NA,"11:12:00","11:25:00","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",13,14,NA,"14:51:59","15:09:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,"No",NA
"Allianz_2022_report.pdf","145",NA,2014,"2lb",NA,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"No","No","rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No","No",NA,NA,NA,NA,"No","No",NA,NA,"rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No",11,12,NA,"11:12:00","11:25:00","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",13,14,NA,"14:51:59","15:09:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,"No",NA
"Allianz_2022_report.pdf","146",NA,2015,"2lb",NA,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"No","No","rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No","No",NA,NA,NA,NA,"No","No",NA,NA,"rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No",11,12,NA,"11:12:00","11:25:00","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",13,14,NA,"14:51:59","15:09:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,"No",NA
"Allianz_2022_report.pdf","147",NA,2016,"2lb",NA,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"No","No","rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No","No",NA,NA,NA,NA,"No","No",NA,NA,"rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No",11,12,NA,"11:12:00","11:25:00","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",13,14,NA,"14:51:59","15:09:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,"No",NA
"Allianz_2022_report.pdf","148",NA,2017,"2lb",NA,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"No","No","rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No","No",NA,NA,NA,NA,"No","No",NA,NA,"rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No",11,12,NA,"11:12:00","11:25:00","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",13,14,NA,"14:51:59","15:09:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,"No",NA
