"report_name","ID","page_used","llm_year","llm_scope","llm_value","llm_unit","annotator_ID_1","annotator_ID_2","value_correct_1","value_correct_2","corrected_value_1","corrected_value_2","unit_correct_1","unit_correct_2","corrected_unit_1","corrected_unit_2","page_correct_1","page_correct_2","corrected_page_1","corrected_page_2","comment_1","comment_2","record_expert_needed_1","record_expert_needed_2","document_comment_1","document_comment_2","document_expert_needed_1","document_expert_needed_2","metric_name_1","metric_name_2","reporting_type_1","reporting_type_2","document_expert_requested_by_at_least_one_annotator","row_expert_requested_by_at_least_one_annotator_or_disagreement","Expert.ID.1.g1","Expert.ID.2.g1","Expert.document.comment.g1","started.g1","ended.g1","Value..Who.is.right..g1","Value.corrected..fill.in.if.necessary..g1","Value.Reasoning..select.if.necessary..if.multiple.apply.choose.first..g1","Unit..Who.is.right..g1","Unit.corrected..fill.in.if.necessary..g1","Unit.reasoning...select.if.necessary..if.multiple.apply.choose.first..g1","Page.corrected..fill.in.if.necessary..g1","Expert.comment.g1","Unclear.record..Yes.No..g1","Expert.ID.1.g2","Expert.ID.2.g2","Expert.document.comment.g2","started.g2","ended.g2","Value..Who.is.right..g2","Value.corrected..fill.in.if.necessary..g2","Value.Reasoning..select.if.necessary..if.multiple.apply.choose.first..g2","Unit..Who.is.right..g2","Unit.corrected..fill.in.if.necessary..g2","Unit.reasoning...select.if.necessary..if.multiple.apply.choose.first..g2","Page.corrected..fill.in.if.necessary..g2","Expert.comment.g2","Unclear.record..Yes.No..g2","row_disagreement_value_unit_page_or_unclear","True.value","True.unit","True.page","Unresolvable","Comment","Value.Ann.1","Value.Ann.2","Value.G1","Value.G2","non_expert_value_agreement","expert_value_agreement","true_value","Unit.Ann.1","Unit.Ann.2","Unit.G1","Unit.G2","non_expert_unit_agreement","expert_unit_agreement","true_unit","Page.Ann.1","Page.Ann.2","Page.G1","Page.G2","non_expert_page_agreement","expert_page_agreement","true_page","merge_ID"
"Allianz_2022_report.pdf","131","78",2021,"1",28699,"t CO2e",5,8,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,NA,NA,"No","No","rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No","No","Scope 1 – Direct GHG emissions","Scope 1 – Direct GHG emissions","Table","Table","No","No",13,14,NA,"14:51:59","15:09:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",11,12,NA,"11:12:00","11:25:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,NA,NA,NA,"No",NA,28699,28699,NA,NA,TRUE,TRUE,28699,"t CO2e","t CO2e",NA,NA,TRUE,TRUE,"t CO2e","78","78",NA,NA,TRUE,TRUE,"78",10
"Allianz_2022_report.pdf","132","92",2022,"1",0.15,"ktCO₂eq",5,8,"No","No",31,31,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"LLM extracted total emissions from wrong figure",NA,"No","No","rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No","No","Allianz Group operational greenhouse gas emissions - Scope 1","Scope 1","Graphic","Graphic","No","No",13,14,NA,"14:51:59","15:09:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",11,12,NA,"11:12:00","11:25:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,NA,NA,NA,"No",NA,31,31,NA,NA,TRUE,TRUE,31,"ktCO₂eq","ktCO₂eq",NA,NA,TRUE,TRUE,"ktCO₂eq","92","92",NA,NA,TRUE,TRUE,"92",13
"Allianz_2022_report.pdf","133","78",2022,"1",30953,"t CO2e",5,8,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,NA,NA,"No","No","rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No","No","Scope 1 – Direct GHG emissions","Scope 1 – Direct GHG emissions","Table","Table","No","No",13,14,NA,"14:51:59","15:09:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",11,12,NA,"11:12:00","11:25:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,NA,NA,NA,"No",NA,30953,30953,NA,NA,TRUE,TRUE,30953,"t CO2e","t CO2e",NA,NA,TRUE,TRUE,"t CO2e","78","78",NA,NA,TRUE,TRUE,"78",12
"Allianz_2022_report.pdf","134",NA,2013,"2mb",NA,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"No","No","rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No","No",NA,NA,NA,NA,"No","No",13,14,NA,"14:51:59","15:09:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",11,12,NA,"11:12:00","11:25:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,NA,NA,NA,"No",NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,TRUE,NA,24
"Allianz_2022_report.pdf","135",NA,2014,"2mb",NA,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"No","No","rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No","No",NA,NA,NA,NA,"No","No",13,14,NA,"14:51:59","15:09:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",11,12,NA,"11:12:00","11:25:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,NA,NA,NA,"No",NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,TRUE,NA,25
"Allianz_2022_report.pdf","136",NA,2015,"2mb",NA,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"No","No","rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No","No",NA,NA,NA,NA,"No","No",13,14,NA,"14:51:59","15:09:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",11,12,NA,"11:12:00","11:25:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,NA,NA,NA,"No",NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,TRUE,NA,26
"Allianz_2022_report.pdf","137",NA,2016,"2mb",NA,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"No","No","rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No","No",NA,NA,NA,NA,"No","No",13,14,NA,"14:51:59","15:09:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",11,12,NA,"11:12:00","11:25:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,NA,NA,NA,"No",NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,TRUE,NA,27
"Allianz_2022_report.pdf","138",NA,2017,"2mb",NA,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"No","No","rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No","No",NA,NA,NA,NA,"No","No",13,14,NA,"14:51:59","15:09:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",11,12,NA,"11:12:00","11:25:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,NA,NA,NA,"No",NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,TRUE,NA,28
"Allianz_2022_report.pdf","139",NA,2018,"2mb",NA,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"No","No","rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No","No",NA,NA,NA,NA,"No","No",13,14,NA,"14:51:59","15:09:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",11,12,NA,"11:12:00","11:25:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,NA,NA,NA,"No",NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,TRUE,NA,29
"Allianz_2022_report.pdf","140",NA,2019,"2mb",NA,NA,5,8,NA,"No",NA,143,NA,"No",NA,"ktCO₂eq","Yes","No",NA,"92",NA,NA,"No","No","rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No","No",NA,"Scope 2 – market based",NA,"Graphic","No","Yes",13,14,NA,"14:51:59","15:09:00","Ann2",NA,NA,"Ann2",NA,NA,NA,NA,"No",11,12,NA,"11:12:00","11:25:00","Ann2",NA,NA,"Ann2",NA,NA,NA,"Annotators used different methods to report correct value. Annotator one added another row, Annotator two put it in the existing row","No",FALSE,NA,NA,NA,"No",NA,NA,143,143,143,FALSE,TRUE,143,NA,"ktCO₂eq","ktCO₂eq","ktCO₂eq",FALSE,TRUE,"ktCO₂eq",NA,"92","92","92",FALSE,TRUE,"92",30
"Allianz_2022_report.pdf","141","78",2020,"2mb",100722,"t CO2e",5,8,"Yes","Yes",NA,NA,"Yes",NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"No","No","rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No","No","Scope 2 – Indirect GHG emissions (market based)","Scope 2 – Indirect GHG emissions
(market based)","Table",NA,"No","Yes",13,14,NA,"14:51:59","15:09:00","Ann1",NA,NA,"Ann1",NA,NA,NA,NA,"No",11,12,NA,"11:12:00","11:25:00","Ann1",NA,NA,"Ann1",NA,NA,NA,"Doubling: multiple company-level values for scope-year combination - due to rounding","No",FALSE,NA,NA,NA,"No",NA,100722,100722,100722,100722,TRUE,TRUE,100722,"t CO2e","t CO2e","t CO2e","t CO2e",TRUE,TRUE,"t CO2e","78","78","78","78",TRUE,TRUE,"78",32
"Allianz_2022_report.pdf","142","78",2021,"2mb",54689,"t CO2e",5,8,"Yes","Yes",NA,NA,"Yes",NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"No","No","rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No","No","Scope 2 – Indirect GHG emissions (market based)","Scope 2 – Indirect GHG emissions
(market based)","Table",NA,"No","Yes",13,14,NA,"14:51:59","15:09:00","Ann1",NA,NA,"Ann1",NA,NA,NA,NA,"No",11,12,NA,"11:12:00","11:25:00","Ann1",NA,NA,"Ann1",NA,NA,NA,"Doubling: multiple company-level values for scope-year combination - due to rounding","No",FALSE,NA,NA,NA,"No",NA,54689,54689,54689,54689,TRUE,TRUE,54689,"t CO2e","t CO2e","t CO2e","t CO2e",TRUE,TRUE,"t CO2e","78","78","78","78",TRUE,TRUE,"78",34
"Allianz_2022_report.pdf","143","78",2022,"2mb",30490,"t CO2e",5,8,"Yes","Yes",NA,NA,"Yes",NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"No","No","rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No","No","Scope 2 – Indirect GHG emissions (market based)","Scope 2 – Indirect GHG emissions
(market based)","Table",NA,"No","Yes",13,14,NA,"14:51:59","15:09:00","Ann1",NA,NA,"Ann1",NA,NA,NA,NA,"No",11,12,NA,"11:12:00","11:25:00","Ann1",NA,NA,"Ann1",NA,NA,NA,"Doubling: multiple company-level values for scope-year combination - due to rounding","No",FALSE,NA,NA,NA,"No",NA,30490,30490,30490,30490,TRUE,TRUE,30490,"t CO2e","t CO2e","t CO2e","t CO2e",TRUE,TRUE,"t CO2e","78","78","78","78",TRUE,TRUE,"78",36
"Allianz_2022_report.pdf","144",NA,2013,"2lb",NA,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"No","No","rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No","No",NA,NA,NA,NA,"No","No",13,14,NA,"14:51:59","15:09:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",11,12,NA,"11:12:00","11:25:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,NA,NA,NA,"No",NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,TRUE,NA,14
"Allianz_2022_report.pdf","145",NA,2014,"2lb",NA,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"No","No","rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No","No",NA,NA,NA,NA,"No","No",13,14,NA,"14:51:59","15:09:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",11,12,NA,"11:12:00","11:25:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,NA,NA,NA,"No",NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,TRUE,NA,15
"Allianz_2022_report.pdf","146",NA,2015,"2lb",NA,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"No","No","rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No","No",NA,NA,NA,NA,"No","No",13,14,NA,"14:51:59","15:09:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",11,12,NA,"11:12:00","11:25:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,NA,NA,NA,"No",NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,TRUE,NA,16
"Allianz_2022_report.pdf","147",NA,2016,"2lb",NA,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"No","No","rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No","No",NA,NA,NA,NA,"No","No",13,14,NA,"14:51:59","15:09:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",11,12,NA,"11:12:00","11:25:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,NA,NA,NA,"No",NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,TRUE,NA,17
"Allianz_2022_report.pdf","148",NA,2017,"2lb",NA,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"No","No","rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No","No",NA,NA,NA,NA,"No","No",13,14,NA,"14:51:59","15:09:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",11,12,NA,"11:12:00","11:25:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,NA,NA,NA,"No",NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,TRUE,NA,18
"Allianz_2022_report.pdf","149",NA,2018,"2lb",NA,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"No","No","rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No","No",NA,NA,NA,NA,"No","No",13,14,NA,"14:51:59","15:09:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",11,12,NA,"11:12:00","11:25:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,NA,NA,NA,"No",NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,TRUE,NA,19
"Allianz_2022_report.pdf","150",NA,2019,"2lb",NA,NA,5,8,NA,"No",NA,149,NA,"No",NA,"ktCO₂eq","Yes","No",NA,"92",NA,NA,"No","No","rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No","No",NA,"Scope 3",NA,"Graphic","No","Yes",13,14,NA,"14:51:59","15:09:00","Ann1",NA,NA,"Ann1",NA,NA,NA,NA,"No",11,12,NA,"11:12:00","11:25:00","Ann1",NA,NA,"Ann1",NA,NA,NA,"There is no location based value on p. 92","No",FALSE,NA,NA,NA,"No",NA,NA,149,NA,NA,FALSE,TRUE,NA,NA,"ktCO₂eq",NA,NA,FALSE,TRUE,NA,NA,"92",NA,NA,FALSE,TRUE,NA,20
"Allianz_2022_report.pdf","151","78",2020,"2lb",180826,"t CO2e",5,8,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,"Yes","Yes",NA,NA,NA,NA,"No","No","rows 53-60 were added here, because all numbers appear twice, one time in a table (measured in t), a second time in a Figure (measured in kt)",NA,"No","No","Scope 2 – Indirect GHG emissions (location based)","Scope 2 – Indirect GHG emissions
(location based)","Table","Table","No","No",13,14,NA,"14:51:59","15:09:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",11,12,NA,"11:12:00","11:25:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",FALSE,NA,NA,NA,"No",NA,180826,180826,NA,NA,TRUE,TRUE,180826,"t CO2e","t CO2e",NA,NA,TRUE,TRUE,"t CO2e","78","78",NA,NA,TRUE,TRUE,"78",21
