"","Report Name","Document comment Annotator 1","Document comment Annotator 2","Document-level expert adjudication requested by at least 1 annotator","Expert ID 1.g1","Expert ID 2.g1","Expert document comment.g1","started.g1","ended.g1","ID","Page used","LLM Year","LLM Scope","LLM Value","LLM Unit","row_expert_requested_by_at_least_one_annotator_or_disagreement","Value correct (Yes/No) Ann 1","Value corrected Ann 1","Corrected page Ann 1","Value correct (Yes/No) Ann 2","Value corrected Ann 2","Corrected page Ann 2","Value: Who is right?.g1","Value corrected (fill in if necessary).g1","Value Reasoning (select if necessary, if multiple apply choose first).g1","Unit correct (Yes/No) Ann 1","Unit corrected Ann 1","Unit correct (Yes/No) Ann 2","Unit corrected Ann 2","Unit: Who is right?.g1","Unit corrected (fill in if necessary).g1","Unit reasoning  (select if necessary, if multiple apply choose first).g1","Comment Ann1","Comment Ann2","Page corrected (fill in if necessary).g1","Expert comment.g1","Unclear record (Yes/No).g1","true_value.g1","true_unit.g1","true_page.g1","Expert ID 1.g2","Expert ID 2.g2","Expert document comment.g2","started.g2","ended.g2","Value: Who is right?.g2","Value corrected (fill in if necessary).g2","Value Reasoning (select if necessary, if multiple apply choose first).g2","Unit: Who is right?.g2","Unit corrected (fill in if necessary).g2","Unit reasoning  (select if necessary, if multiple apply choose first).g2","Page corrected (fill in if necessary).g2","Expert comment.g2","Unclear record (Yes/No).g2","true_value.g2","true_unit.g2","true_page.g2","agreement_value","agreement_unit","agreement_page","agreement_value_unit","agreement_value_unit_page","at_least_one_group_flagged_unclear","Value Ann 1","Value Ann 2","Unit Ann 1","Unit Ann 2","row_disagreement_value_unit_page_or_unclear"
"11","vital energy inc_2019_report.pdf",NA,NA,"No","14.0","12.0","Report is uniper, is this vital energy?","17:09:00","17:11:00","331",NA,2020,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is uniper. footnotes on scope 1 describe limitations of the reporting, but quantity affected by that is relatively small","15:14:00","15:17:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"12","vital energy inc_2019_report.pdf",NA,NA,"No","14.0","12.0","Report is uniper, is this vital energy?","17:09:00","17:11:00","332",NA,2021,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is uniper. footnotes on scope 1 describe limitations of the reporting, but quantity affected by that is relatively small","15:14:00","15:17:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"13","vital energy inc_2019_report.pdf",NA,NA,"No","14.0","12.0","Report is uniper, is this vital energy?","17:09:00","17:11:00","333",NA,2022,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is uniper. footnotes on scope 1 describe limitations of the reporting, but quantity affected by that is relatively small","15:14:00","15:17:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"14","vital energy inc_2019_report.pdf",NA,NA,"No","14.0","12.0","Report is uniper, is this vital energy?","17:09:00","17:11:00","334",NA,2013,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is uniper. footnotes on scope 1 describe limitations of the reporting, but quantity affected by that is relatively small","15:14:00","15:17:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"15","vital energy inc_2019_report.pdf",NA,NA,"No","14.0","12.0","Report is uniper, is this vital energy?","17:09:00","17:11:00","335",NA,2014,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is uniper. footnotes on scope 1 describe limitations of the reporting, but quantity affected by that is relatively small","15:14:00","15:17:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"16","vital energy inc_2019_report.pdf",NA,NA,"No","14.0","12.0","Report is uniper, is this vital energy?","17:09:00","17:11:00","336",NA,2015,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is uniper. footnotes on scope 1 describe limitations of the reporting, but quantity affected by that is relatively small","15:14:00","15:17:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"17","vital energy inc_2019_report.pdf",NA,NA,"No","14.0","12.0","Report is uniper, is this vital energy?","17:09:00","17:11:00","337",NA,2016,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is uniper. footnotes on scope 1 describe limitations of the reporting, but quantity affected by that is relatively small","15:14:00","15:17:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"18","vital energy inc_2019_report.pdf",NA,NA,"No","14.0","12.0","Report is uniper, is this vital energy?","17:09:00","17:11:00","338",NA,2017,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is uniper. footnotes on scope 1 describe limitations of the reporting, but quantity affected by that is relatively small","15:14:00","15:17:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"19","vital energy inc_2019_report.pdf",NA,NA,"No","14.0","12.0","Report is uniper, is this vital energy?","17:09:00","17:11:00","339","66",2018,"2mb",1676689,"metric tons","No","Yes",NA,"64","Yes",NA,NA,NA,NA,NA,"Yes",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is uniper. footnotes on scope 1 describe limitations of the reporting, but quantity affected by that is relatively small","15:14:00","15:17:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1676689,1676689,"metric tons","metric tons",FALSE
"20","vital energy inc_2019_report.pdf",NA,NA,"No","14.0","12.0","Report is uniper, is this vital energy?","17:09:00","17:11:00","340","16",2019,"2mb",1.57,"million metric tons CO2","No","Yes",NA,"63","Yes",NA,NA,NA,NA,NA,"Yes",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is uniper. footnotes on scope 1 describe limitations of the reporting, but quantity affected by that is relatively small","15:14:00","15:17:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1.57,1.57,"million metric tons CO2","million metric tons CO2",FALSE
"21","vital energy inc_2019_report.pdf",NA,NA,"No","14.0","12.0","Report is uniper, is this vital energy?","17:09:00","17:11:00","341","66",2019,"2mb",1573672,"metric tons","No","Yes",NA,"64","Yes",NA,NA,NA,NA,NA,"Yes",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is uniper. footnotes on scope 1 describe limitations of the reporting, but quantity affected by that is relatively small","15:14:00","15:17:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1573672,1573672,"metric tons","metric tons",FALSE
"22","vital energy inc_2019_report.pdf",NA,NA,"No","14.0","12.0","Report is uniper, is this vital energy?","17:09:00","17:11:00","342",NA,2020,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is uniper. footnotes on scope 1 describe limitations of the reporting, but quantity affected by that is relatively small","15:14:00","15:17:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"23","vital energy inc_2019_report.pdf",NA,NA,"No","14.0","12.0","Report is uniper, is this vital energy?","17:09:00","17:11:00","343",NA,2021,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is uniper. footnotes on scope 1 describe limitations of the reporting, but quantity affected by that is relatively small","15:14:00","15:17:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"24","vital energy inc_2019_report.pdf",NA,NA,"No","14.0","12.0","Report is uniper, is this vital energy?","17:09:00","17:11:00","344",NA,2022,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is uniper. footnotes on scope 1 describe limitations of the reporting, but quantity affected by that is relatively small","15:14:00","15:17:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"25","vital energy inc_2019_report.pdf",NA,NA,"No","14.0","12.0","Report is uniper, is this vital energy?","17:09:00","17:11:00","345",NA,2013,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is uniper. footnotes on scope 1 describe limitations of the reporting, but quantity affected by that is relatively small","15:14:00","15:17:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"26","vital energy inc_2019_report.pdf",NA,NA,"No","14.0","12.0","Report is uniper, is this vital energy?","17:09:00","17:11:00","346",NA,2014,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is uniper. footnotes on scope 1 describe limitations of the reporting, but quantity affected by that is relatively small","15:14:00","15:17:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"27","vital energy inc_2019_report.pdf",NA,NA,"No","14.0","12.0","Report is uniper, is this vital energy?","17:09:00","17:11:00","347",NA,2015,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is uniper. footnotes on scope 1 describe limitations of the reporting, but quantity affected by that is relatively small","15:14:00","15:17:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"28","vital energy inc_2019_report.pdf",NA,NA,"No","14.0","12.0","Report is uniper, is this vital energy?","17:09:00","17:11:00","348",NA,2016,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is uniper. footnotes on scope 1 describe limitations of the reporting, but quantity affected by that is relatively small","15:14:00","15:17:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"29","vital energy inc_2019_report.pdf",NA,NA,"No","14.0","12.0","Report is uniper, is this vital energy?","17:09:00","17:11:00","349",NA,2017,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is uniper. footnotes on scope 1 describe limitations of the reporting, but quantity affected by that is relatively small","15:14:00","15:17:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"30","vital energy inc_2019_report.pdf",NA,NA,"No","14.0","12.0","Report is uniper, is this vital energy?","17:09:00","17:11:00","350","66",2018,"2lb",1101032,"metric tons","No","Yes",NA,"64","Yes",NA,NA,NA,NA,NA,"Yes",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is uniper. footnotes on scope 1 describe limitations of the reporting, but quantity affected by that is relatively small","15:14:00","15:17:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1101032,1101032,"metric tons","metric tons",FALSE
"31","vital energy inc_2019_report.pdf",NA,NA,"No","14.0","12.0","Report is uniper, is this vital energy?","17:09:00","17:11:00","351","16",2019,"2lb",1.12,"million metric tons CO2","No","Yes",NA,"63","Yes",NA,NA,NA,NA,NA,"Yes",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is uniper. footnotes on scope 1 describe limitations of the reporting, but quantity affected by that is relatively small","15:14:00","15:17:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1.12,1.12,"million metric tons CO2","million metric tons CO2",FALSE
"32","vital energy inc_2019_report.pdf",NA,NA,"No","14.0","12.0","Report is uniper, is this vital energy?","17:09:00","17:11:00","352","66",2019,"2lb",1129277,"metric tons","No","Yes",NA,"64","Yes",NA,NA,NA,NA,NA,"Yes",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is uniper. footnotes on scope 1 describe limitations of the reporting, but quantity affected by that is relatively small","15:14:00","15:17:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1129277,1129277,"metric tons","metric tons",FALSE
"33","vital energy inc_2019_report.pdf",NA,NA,"No","14.0","12.0","Report is uniper, is this vital energy?","17:09:00","17:11:00","353",NA,2020,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is uniper. footnotes on scope 1 describe limitations of the reporting, but quantity affected by that is relatively small","15:14:00","15:17:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"34","vital energy inc_2019_report.pdf",NA,NA,"No","14.0","12.0","Report is uniper, is this vital energy?","17:09:00","17:11:00","354",NA,2021,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is uniper. footnotes on scope 1 describe limitations of the reporting, but quantity affected by that is relatively small","15:14:00","15:17:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"35","vital energy inc_2019_report.pdf",NA,NA,"No","14.0","12.0","Report is uniper, is this vital energy?","17:09:00","17:11:00","355",NA,2022,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is uniper. footnotes on scope 1 describe limitations of the reporting, but quantity affected by that is relatively small","15:14:00","15:17:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"36","vital energy inc_2019_report.pdf",NA,NA,"No","14.0","12.0","Report is uniper, is this vital energy?","17:09:00","17:11:00","356",NA,2013,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is uniper. footnotes on scope 1 describe limitations of the reporting, but quantity affected by that is relatively small","15:14:00","15:17:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"37","vital energy inc_2019_report.pdf",NA,NA,"No","14.0","12.0","Report is uniper, is this vital energy?","17:09:00","17:11:00","357",NA,2014,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is uniper. footnotes on scope 1 describe limitations of the reporting, but quantity affected by that is relatively small","15:14:00","15:17:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"38","vital energy inc_2019_report.pdf",NA,NA,"No","14.0","12.0","Report is uniper, is this vital energy?","17:09:00","17:11:00","358",NA,2015,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is uniper. footnotes on scope 1 describe limitations of the reporting, but quantity affected by that is relatively small","15:14:00","15:17:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"39","vital energy inc_2019_report.pdf",NA,NA,"No","14.0","12.0","Report is uniper, is this vital energy?","17:09:00","17:11:00","359",NA,2016,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","13.0","company name is uniper. footnotes on scope 1 describe limitations of the reporting, but quantity affected by that is relatively small","15:14:00","15:17:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
